Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
169	Conor Coventry	ie IRL	MF	Peterborough	21	2000	4.8	0.21	0.00	0.00	3.13	0.21	0.00	0.83	2.08	1.25			0.00	Matches
170	Lewie Coyle	eng ENG	DF,MF	Hull City	25	1995	19.5	0.10	0.05	0.05	0.51	2.46	0.05	3.33	1.28	1.23			0.00	Matches
171	Matt Crooks	eng ENG	MF	Middlesbrough	27	1994	38.7	0.39	0.03	0.00	1.83	0.78	0.23	0.70	1.03	1.34			0.00	Matches
172	Liam Cullen	wls WAL	MF,FW	Swansea City	22	1999	4.8	0.00	0.00	0.00	1.67	0.63	0.21	0.42	0.42	1.04			0.00	Matches
173	Robbie Cundy	eng ENG	DF	Bristol City	24	1997	10.0	0.10	0.00	0.00	0.80	1.20	0.00	0.00	1.60	0.80			0.00	Matches
174	Greg Cunningham	ie IRL	MF,DF	Preston	30	1991	15.1	0.26	0.00	0.00	1.59	1.52	0.00	2.05	1.13	1.06			0.00	Matches
175	Bartosz Cybulski	pl POL	FW	Derby County	18	2002	0.8	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
176	Fankaty Dabo	eng ENG	MF,DF	Coventry City	25	1995	25.5	0.16	0.08	0.00	1.06	1.22	0.04	4.08	0.86	1.76			0.00	Matches
177	Bradley Dack	eng ENG	FW,MF	Blackburn	27	1993	3.2	0.00	0.00	0.00	0.63	0.31	1.25	0.31	0.31	0.31			0.00	Matches
178	Julien Dacosta	fr FRA	MF	Coventry City	25	1996	1.2	0.00	0.00	0.00	0.83	1.67	0.00	5.00	2.50	2.50			0.00	Matches
179	Owen Dale	eng ENG	MF	Blackpool	22	1998	7.8	0.00	0.00	0.00	0.64	1.79	0.00	1.92	0.90	1.03			0.00	Matches
180	Jake Daniels	eng ENG	MF	Blackpool	16	2005	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
181	Luke Daniels	eng ENG	GK	Middlesbrough	33	1988	12.0	0.08	0.00	0.00	0.08	0.08	0.00	0.00	0.00	0.00			0.08	Matches
182	Scott Dann	eng ENG	DF	Reading	34	1987	13.6	0.00	0.00	0.00	0.22	0.07	0.15	0.00	0.96	0.51			0.00	Matches
183	Jay Dasilva	wls WAL	MF,DF	Bristol City	23	1998	29.4	0.10	0.00	0.00	0.68	0.14	0.03	3.23	0.65	0.68			0.00	Matches
184	Jacob Davenport	eng ENG	MF	Blackburn	22	1998	2.9	0.00	0.00	0.00	1.38	0.69	0.00	1.03	2.41	1.38			0.00	Matches
185	Adam Davies	wls WAL	GK	Stoke City	29	1992	12.0	0.25	0.00	0.00	0.08	0.17	0.00	0.00	0.00	0.08			0.00	Matches
186	Ben Davies	eng ENG	DF	Sheffield United	25	1995	21.0	0.14	0.00	0.00	0.52	0.81	0.00	0.10	1.38	0.86			0.00	Matches
187	Curtis Davies	sl SLE	DF	Derby County	36	1985	46.0	0.20	0.00	0.00	0.59	0.37	0.07	0.20	1.15	0.48			0.00	Matches
188	Isaak Davies	wls WAL	FW,MF	Cardiff City	19	2001	13.3	0.08	0.00	0.00	1.35	1.58	0.60	1.73	0.23	0.45			0.00	Matches
189	Keinan Davis	eng ENG	FW	Nottingham	23	1998	11.8	0.42	0.00	0.00	1.44	1.86	0.59	0.25	0.08	0.59			0.00	Matches
190	Leif Davis	eng ENG	DF,FW	Bournemouth	21	1999	6.4	0.00	0.00	0.00	0.63	0.78	0.16	3.13	1.88	1.41			0.00	Matches
191	Bobby De Cordova-Reid	jm JAM	MF	Fulham	28	1993	28.0	0.14	0.00	0.00	1.04	0.79	0.32	1.39	0.61	0.50			0.00	Matches
192	Harlee Dean	eng ENG	DF	Birmingham City	30	1991	14.0	0.14	0.00	0.00	0.57	0.36	0.07	0.36	1.57	0.93			0.07	Matches
193	Troy Deeney	eng ENG	FW	Birmingham City	33	1988	14.5	0.00	0.00	0.00	1.66	1.03	0.55	0.48	0.00	0.55			0.00	Matches
194	Tom Dele-Bashiru	ng NGA	MF	Reading	21	1999	27.1	0.07	0.00	0.00	0.59	1.96	0.30	0.22	0.74	0.55			0.00	Matches
195	Siriki Dembélé	ci CIV	FW,MF	Peterborough	24	1996	21.2	0.05	0.00	0.00	1.37	2.64	0.71	0.71	0.28	0.57			0.00	Matches
196	Siriki Dembélé	ci CIV	FW,MF	Bournemouth	24	1996	5.9	0.00	0.00	0.00	1.69	2.71	0.17	1.53	0.51	1.53			0.00	Matches
197	Sepp van den Berg	nl NED	DF,MF	Preston	19	2001	44.1	0.16	0.00	0.00	0.84	0.48	0.02	0.57	1.79	1.25			0.02	Matches
198	Oliver Denham	wls WAL	DF	Cardiff City	19	2002	4.5	0.44	0.00	0.00	1.33	0.22	0.00	0.00	0.22	2.44			0.00	Matches
199	Yan Dhanda	eng ENG	MF	Swansea City	22	1998	0.8	0.00	0.00	0.00	1.25	2.50	0.00	3.75	1.25	0.00			0.00	Matches
200	Bambo Diaby	sn SEN	DF	Preston	23	1997	4.9	0.00	0.00	0.00	0.61	0.82	0.00	0.00	1.22	1.63			0.20	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
201	Grady Diangana	cd COD	MF,FW	West Brom	23	1998	21.3	0.09	0.00	0.00	1.08	2.07	0.19	1.60	0.33	0.52			0.00	Matches
202	Robert Dickie	eng ENG	DF	QPR	25	1996	38.0	0.32	0.00	0.00	1.29	1.55	0.00	0.55	1.74	1.13			0.00	Matches
203	Seny Dieng	sn SEN	GK	QPR	26	1994	27.5	0.07	0.00	0.00	0.04	0.11	0.00	0.00	0.00	0.04			0.00	Matches
204	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	24	1996	32.9	0.06	0.00	0.00	0.58	1.52	0.06	0.76	1.12	1.28			0.00	Matches
205	Daryl Dike	us USA	FW	West Brom	21	2000	0.9	0.00	0.00	0.00	1.11	3.33	1.11	1.11	0.00	0.00			0.00	Matches
206	Greg Docherty	sct SCO	MF	Hull City	24	1996	31.6	0.19	0.00	0.00	1.27	0.82	0.03	1.36	0.89	1.30			0.00	Matches
207	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	19	2001	19.8	0.25	0.00	0.00	0.76	1.82	0.61	1.67	0.45	0.30			0.00	Matches
208	Kenneth Dougall	au AUS	MF	Blackpool	28	1993	37.2	0.11	0.00	0.00	0.89	1.29	0.00	1.37	0.75	1.64			0.00	Matches
209	Alfie Doughty	eng ENG	DF,MF	Cardiff City	21	1999	5.3	0.19	0.00	0.00	1.70	0.57	0.19	2.26	1.32	0.75			0.00	Matches
210	Alfie Doughty	eng ENG	DF,MF	Stoke City	21	1999	1.8	1.11	0.00	0.00	2.78	0.00	0.56	8.33	1.11	2.22			0.00	Matches
211	Flynn Downes	eng ENG	MF,DF	Swansea City	22	1999	31.9	0.38	0.03	0.03	1.29	1.60	0.00	0.00	1.32	1.13			0.00	Matches
212	Tommy Doyle	eng ENG	MF	Cardiff City	19	2001	16.1	0.25	0.00	0.00	1.18	0.93	0.00	6.09	0.62	0.81			0.00	Matches
213	Andre Dozzell	eng ENG	MF	QPR	22	1999	17.0	0.47	0.06	0.06	1.59	0.82	0.00	1.53	0.59	1.00			0.00	Matches
214	Cody Drameh	eng ENG	DF,MF	Cardiff City	19	2001	21.4	0.14	0.00	0.00	0.42	1.03	0.00	3.50	0.93	2.52			0.00	Matches
215	Danny Drinkwater	eng ENG	MF	Reading	31	1990	31.3	0.26	0.00	0.00	1.41	0.93	0.00	0.73	1.34	1.76			0.00	Matches
216	Demeaco Duhaney	eng ENG	MF	Stoke City	22	1998	2.3	0.00	0.00	0.00	0.00	0.43	0.00	3.04	2.17	0.43			0.00	Matches
217	Jimmy Dunne	ie IRL	DF	QPR	23	1997	35.4	0.14	0.00	0.00	0.99	0.82	0.00	0.03	1.58	0.73			0.03	Matches
218	Lyndon Dykes	sct SCO	FW	QPR	25	1995	26.8	0.04	0.00	0.00	1.23	0.71	0.37	0.56	0.19	0.22			0.00	Matches
219	Josh Earl	eng ENG	MF	Preston	22	1998	23.9	0.13	0.00	0.00	1.97	1.46	0.04	2.64	0.96	1.51			0.00	Matches
220	Tom Eaves	eng ENG	FW	Hull City	29	1992	14.0	0.36	0.07	0.07	4.21	0.43	1.00	0.50	0.21	0.36			0.00	Matches
221	Malcolm Ebiowei	eng ENG	MF	Derby County	17	2003	10.6	0.19	0.00	0.00	1.42	1.98	0.00	5.66	0.57	1.04			0.00	Matches
222	Festy Ebosele	ie IRL	MF,DF	Derby County	18	2002	20.3	0.20	0.00	0.00	1.63	1.82	0.30	1.38	0.99	1.67			0.00	Matches
223	Josh Eccles	eng ENG	MF	Coventry City	21	2000	2.6	0.00	0.00	0.00	1.15	1.54	0.38	3.08	0.38	1.15			0.00	Matches
224	Tayo Edun	eng ENG	MF,DF	Blackburn	23	1998	12.5	0.40	0.08	0.08	1.44	1.04	0.24	0.96	1.04	1.52			0.00	Matches
225	Ronnie Edwards	eng ENG	DF	Peterborough	18	2003	31.4	0.19	0.00	0.00	0.45	0.22	0.00	0.00	1.46	1.11			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
226	John Egan	ie IRL	DF	Sheffield United	28	1992	46.0	0.11	0.00	0.00	0.67	0.37	0.09	0.02	1.13	0.52			0.02	Matches
227	Carel Eiting	nl NED	MF	Huddersfield	23	1998	2.5	0.40	0.00	0.00	1.60	0.80	0.00	2.40	0.00	0.40			0.00	Matches
228	Ovie Ejaria	eng ENG	MF	Reading	23	1997	21.6	0.05	0.00	0.00	0.56	2.73	0.19	0.83	1.06	1.16			0.00	Matches
229	Marvin Ekpiteta	eng ENG	DF	Blackpool	25	1995	39.3	0.05	0.00	0.00	0.59	0.76	0.08	0.15	1.48	0.81			0.00	Matches
230	Callum Elder	au AUS	DF,MF	Hull City	26	1995	21.8	0.09	0.00	0.00	0.73	0.46	0.14	6.15	1.42	1.01			0.00	Matches
231	Josh Emmanuel	eng ENG	DF,MF	Hull City	23	1997	4.3	0.00	0.00	0.00	0.23	0.93	0.23	3.02	0.70	0.93			0.00	Matches
232	Neil Etheridge	ph PHI	GK	Birmingham City	31	1990	20.8	0.10	0.00	0.00	0.10	0.14	0.00	0.00	0.05	0.05			0.00	Matches
233	Ched Evans	wls WAL	FW	Preston	32	1988	14.8	0.41	0.00	0.00	1.96	1.82	0.54	1.22	0.20	0.54			0.00	Matches
234	George Evans	eng ENG	MF	Millwall	26	1994	12.8	0.23	0.00	0.00	1.48	0.70	0.08	1.48	1.33	1.09			0.00	Matches
235	Kieron Evans	wls WAL	MF	Cardiff City	19	2001	1.6	0.00	0.00	0.00	0.63	1.88	0.63	5.00	0.63	0.63			0.00	Matches
236	Tom Fellows	eng ENG	MF	West Brom	18	2003	1.1	0.00	0.00	0.00	0.00	0.91	0.00	1.82	0.00	1.82			0.00	Matches
237	Emmanuel Fernandez	ng NGA	DF	Peterborough	19	2001	0.7	0.00	0.00	0.00	0.00	0.00	0.00	1.43	2.86	2.86			0.00	Matches
238	Sam Field	eng ENG	MF	QPR	23	1998	26.0	0.54	0.00	0.00	1.88	1.42	0.00	0.46	1.88	1.73			0.00	Matches
239	Tobias Figueiredo	pt POR	DF	Nottingham	27	1994	21.1	0.28	0.00	0.00	0.71	0.62	0.05	0.00	1.71	0.66			0.00	Matches
240	Andy Fisher	eng ENG	GK	Swansea City	23	1998	20.0	0.05	0.00	0.00	0.05	0.25	0.00	0.00	0.00	0.00			0.00	Matches
241	John Fleck	sct SCO	MF	Sheffield United	29	1991	29.5	0.34	0.00	0.00	1.22	0.81	0.03	3.15	0.78	0.71			0.00	Matches
242	Brandon Fleming	eng ENG	MF,DF	Hull City	21	1999	14.7	0.20	0.00	0.00	0.88	2.72	0.00	3.95	2.11	2.31			0.00	Matches
243	Steven Fletcher	sct SCO	FW	Stoke City	34	1987	16.7	0.18	0.00	0.00	1.56	0.78	0.66	0.42	0.36	0.30			0.00	Matches
244	Aden Flint	eng ENG	DF	Cardiff City	32	1989	36.3	0.22	0.03	0.00	0.83	0.39	0.14	0.17	1.71	0.61			0.00	Matches
245	Wes Foderingham	eng ENG	GK	Sheffield United	30	1991	32.0	0.03	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00			0.00	Matches
246	Tyrese Fornah	sl SLE	MF	Nottingham	21	1999	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
247	William Forrester	eng ENG	DF	Stoke City	20	2001	2.3	0.00	0.00	0.00	0.00	0.43	0.00	0.43	2.17	0.43			0.00	Matches
248	Marcus Forss	fi FIN	FW	Hull City	22	1999	5.4	0.19	0.00	0.00	0.93	0.00	0.37	0.93	0.00	0.00			0.00	Matches
249	Craig Forsyth	sct SCO	DF	Derby County	32	1989	21.5	0.14	0.00	0.00	1.02	0.65	0.47	1.77	0.56	0.51			0.05	Matches
250	Morgan Fox	wls WAL	DF,MF	Stoke City	27	1993	7.8	0.13	0.13	0.00	0.13	0.38	0.13	2.44	1.15	1.54			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
251	Tyrese Francois	au AUS	MF	Fulham	21	2000	1.0	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00			0.00	Matches
252	Luke Freeman	eng ENG	FW,MF	Millwall	29	1992	0.2	0.00	0.00	0.00	0.00	5.00	0.00	5.00	5.00	0.00			0.00	Matches
253	Luke Freeman	eng ENG	MF	Sheffield United	29	1992	1.6	0.00	0.00	0.00	0.63	2.50	0.00	9.38	0.63	1.25			0.00	Matches
254	George Friend	eng ENG	DF	Birmingham City	33	1987	11.3	0.09	0.00	0.00	1.06	1.33	0.09	0.18	1.50	1.77			0.00	Matches
255	Dominik Frieser	at AUT	FW,MF	Barnsley	27	1993	10.2	0.10	0.00	0.00	0.39	0.69	1.18	0.59	0.29	0.49			0.00	Matches
256	Dael Fry	eng ENG	DF	Middlesbrough	23	1997	31.3	0.10	0.00	0.00	0.54	0.80	0.10	0.06	0.83	0.58			0.03	Matches
257	Jeando Fuchs	cm CMR	MF	Peterborough	23	1997	15.2	0.13	0.00	0.00	1.78	1.05	0.00	0.07	1.84	2.24			0.00	Matches
258	Jay Fulton	sct SCO	MF	Swansea City	27	1994	8.2	0.12	0.00	0.00	1.59	2.20	0.00	0.37	0.98	1.10			0.00	Matches
259	Darnell Furlong	eng ENG	MF,DF	West Brom	25	1995	36.9	0.24	0.05	0.03	1.22	1.17	0.11	5.09	1.27	1.00			0.00	Matches
260	Jordan Gabriel	eng ENG	DF	Nottingham	22	1998	4.0	0.50	0.25	0.25	0.75	2.00	0.00	1.75	2.25	1.75			0.00	Matches
261	Jordan Gabriel	eng ENG	DF	Blackpool	22	1998	18.2	0.27	0.05	0.05	0.66	1.21	0.00	2.03	1.26	1.43			0.00	Matches
262	Sam Gallagher	eng ENG	FW,MF	Blackburn	25	1995	28.1	0.25	0.00	0.00	1.64	1.39	0.60	0.46	0.46	0.78			0.00	Matches
263	Luke Garbutt	eng ENG	DF	Blackpool	28	1993	15.2	0.26	0.00	0.00	1.12	0.46	0.00	5.92	1.45	0.86			0.00	Matches
264	Gary Gardner	eng ENG	MF	Birmingham City	29	1992	30.7	0.29	0.07	0.00	1.43	0.88	0.13	1.21	1.43	1.07			0.00	Matches
265	Taylor Gardner-Hickman	eng ENG	MF	West Brom	19	2001	15.1	0.13	0.00	0.00	1.39	1.32	0.07	4.17	0.86	1.66			0.00	Matches
266	James Garner	eng ENG	MF	Nottingham	20	2001	36.7	0.22	0.00	0.00	1.06	1.25	0.00	5.64	1.47	1.20			0.00	Matches
267	Paulo Gazzaniga	ar ARG	GK	Fulham	29	1992	13.0	0.08	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00			0.00	Matches
268	Morgan Gibbs-White	eng ENG	MF,FW	Sheffield United	21	2000	31.8	0.25	0.03	0.03	1.07	1.45	0.50	2.55	0.25	0.50			0.00	Matches
269	Ryan Giles	eng ENG	MF,FW	Cardiff City	21	2000	19.6	0.10	0.00	0.00	0.46	0.66	0.15	11.0	0.46	0.31			0.00	Matches
270	Ryan Giles	eng ENG	MF,FW	Blackburn	21	2000	7.8	0.00	0.00	0.00	0.26	0.77	0.00	11.5	0.00	0.77			0.00	Matches
271	Matthew Godden	eng ENG	FW	Coventry City	30	1991	17.5	0.00	0.00	0.00	0.57	0.97	0.74	0.80	0.34	0.23			0.00	Matches
272	Claudio Gomes	fr FRA	MF	Barnsley	21	2000	28.1	0.07	0.00	0.00	0.89	0.71	0.00	0.39	0.82	0.53			0.00	Matches
273	Charlie Goode	eng ENG	DF	Sheffield United	25	1995	1.0	0.00	1.00	0.00	1.00	2.00	0.00	2.00	0.00	0.00			0.00	Matches
274	Kyron Gordon	eng ENG	DF	Sheffield United	19	2002	3.8	0.26	0.00	0.00	1.05	0.53	0.00	1.05	2.89	1.32			0.00	Matches
275	Nico Gordon	ms MSR	DF	Birmingham City	19	2002	10.8	0.19	0.00	0.00	0.93	0.74	0.09	0.00	1.85	1.20			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
276	Lewis Grabban	eng ENG	FW,MF	Nottingham	33	1988	22.8	0.13	0.00	0.00	0.83	0.57	0.92	0.75	0.18	0.18			0.00	Matches
277	Jordan Graham	eng ENG	MF,DF	Birmingham City	26	1995	17.7	0.06	0.00	0.00	0.51	1.58	0.06	8.08	0.56	1.30			0.00	Matches
278	Jorge Grant	eng ENG	MF,FW	Peterborough	26	1994	19.3	0.05	0.00	0.00	0.57	1.66	0.16	2.33	0.47	0.83			0.00	Matches
279	Karlan Grant	eng ENG	FW,MF	West Brom	23	1997	37.6	0.05	0.00	0.00	0.69	0.93	0.29	2.26	0.27	0.13			0.00	Matches
280	Andre Gray	jm JAM	FW	QPR	30	1991	13.6	0.15	0.00	0.00	1.25	0.59	0.81	0.59	0.22	0.00			0.00	Matches
281	Jacob Greaves	eng ENG	DF	Hull City	20	2000	46.0	0.17	0.00	0.00	0.67	0.89	0.11	0.39	1.61	1.00			0.00	Matches
282	Matt Grimes	eng ENG	MF	Swansea City	26	1995	46.0	0.13	0.00	0.00	0.50	0.98	0.00	2.15	0.57	0.70			0.00	Matches
283	Daniel Grimshaw	eng ENG	GK	Blackpool	23	1998	25.2	0.08	0.00	0.00	0.00	0.12	0.00	0.00	0.04	0.00			0.00	Matches
284	Adlène Guedioura	dz ALG	MF	Sheffield United	35	1985	0.3	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
285	Viktor Gyökeres	se SWE	FW	Coventry City	23	1998	39.9	0.03	0.00	0.00	0.88	1.43	0.33	0.60	0.10	0.20			0.00	Matches
286	Alen Halilović	hr CRO	MF	Reading	25	1996	7.7	0.26	0.00	0.00	0.52	0.39	0.00	3.12	0.78	0.52			0.00	Matches
287	George Hall	eng ENG	FW	Birmingham City	17	2004	1.3	0.00	0.00	0.00	0.77	0.77	0.00	5.38	0.77	1.54			0.00	Matches
288	Grant Hall	eng ENG	DF	Middlesbrough	29	1991	8.0	0.13	0.00	0.00	0.38	0.13	0.13	0.13	0.75	0.88			0.13	Matches
289	Aapo Halme	fi FIN	DF	Barnsley	23	1998	2.3	0.00	0.00	0.00	1.30	0.00	0.43	0.43	1.74	0.00			0.00	Matches
290	Ben Hamer	eng ENG	GK	Swansea City	33	1987	21.0	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00			0.00	Matches
291	Gustavo Hamer	nl NED	MF	Coventry City	24	1997	34.5	0.41	0.00	0.00	1.94	0.58	0.03	4.96	1.42	1.30			0.00	Matches
292	CJ Hamilton	ie IRL	MF	Blackpool	26	1995	16.3	0.06	0.00	0.00	0.86	1.04	0.25	2.64	0.55	0.86			0.00	Matches
293	Ethan Hamilton	sct SCO	MF	Peterborough	22	1998	0.7	0.00	0.00	0.00	0.00	1.43	0.00	1.43	1.43	2.86			0.00	Matches
294	Mark Harris	wls WAL	FW,MF	Cardiff City	22	1998	17.1	0.35	0.00	0.00	1.05	1.29	0.76	0.64	0.23	0.18			0.00	Matches
295	Taylor Harwood-Bellis	eng ENG	DF	Stoke City	19	2002	21.8	0.14	0.00	0.00	0.78	0.60	0.05	0.32	1.79	0.73			0.05	Matches
296	Jan Paul van Hecke	nl NED	DF	Blackburn	21	2000	29.4	0.41	0.03	0.00	1.09	0.75	0.00	0.07	1.36	1.19			0.00	Matches
297	Michael Hector	jm JAM	DF	Fulham	29	1992	4.0	0.25	0.00	0.00	2.00	0.25	0.00	0.50	1.75	1.00			0.00	Matches
298	Ryan Hedges	wls WAL	MF	Blackburn	26	1995	4.5	0.22	0.00	0.00	1.56	2.22	0.44	0.89	0.67	0.89			0.00	Matches
299	Michał Helik	pl POL	DF	Barnsley	25	1995	37.7	0.21	0.00	0.00	0.77	0.53	0.03	0.05	2.55	0.93			0.00	Matches
300	Jordan Helliwell	eng ENG	MF	Barnsley	19	2001	1.2	0.00	0.00	0.00	0.00	0.83	0.00	0.00	2.50	0.00			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
301	Jeff Hendrick	ie IRL	MF	QPR	29	1992	7.3	0.14	0.00	0.00	0.41	0.27	0.00	0.68	0.27	0.41			0.00	Matches
302	Onel Hernández	cu CUB	MF,FW	Middlesbrough	28	1993	8.7	0.23	0.00	0.00	1.03	0.92	1.15	2.76	0.92	0.46			0.00	Matches
303	Onel Hernández	cu CUB	MF,FW	Birmingham City	28	1993	20.7	0.14	0.00	0.00	0.97	1.21	0.77	1.59	0.48	0.53			0.00	Matches
304	Scott High	sct SCO	MF	Huddersfield	20	2001	16.8	0.12	0.00	0.00	0.77	0.36	0.06	0.60	1.25	0.54			0.00	Matches
305	James Hill	eng ENG	DF	Bournemouth	19	2002	0.0	0	0	0	0	0	0	0	0	0			0	Matches
306	Josh Hinds	eng ENG	FW	Hull City	18	2003	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
307	Scott Hogan	ie IRL	FW	Birmingham City	29	1992	25.4	0.08	0.00	0.00	1.22	0.63	0.83	0.47	0.08	0.16			0.00	Matches
308	Jonathan Hogg	eng ENG	MF,DF	Huddersfield	32	1988	28.1	0.11	0.00	0.00	0.96	0.46	0.00	0.07	1.49	0.96			0.00	Matches
309	Junior Hoilett	ca CAN	MF,FW	Reading	31	1990	19.2	0.21	0.05	0.05	1.20	1.41	0.68	4.43	0.57	1.04			0.00	Matches
310	Duane Holmes	us USA	FW,MF	Huddersfield	26	1994	25.1	0.36	0.00	0.00	1.67	1.12	0.24	1.08	0.40	0.84			0.00	Matches
311	Tom Holmes	eng ENG	DF	Reading	21	2000	27.1	0.15	0.00	0.00	0.66	0.26	0.00	0.18	1.96	1.33			0.04	Matches
312	William Hondermarck	cg CGO	MF,DF	Barnsley	20	2000	3.6	0.28	0.00	0.00	0.83	1.39	0.00	0.83	0.83	2.78			0.00	Matches
313	George Honeyman	eng ENG	MF	Hull City	26	1994	33.2	0.27	0.00	0.00	1.42	2.08	0.21	5.72	0.45	1.90			0.00	Matches
314	Ethan Horvath	us USA	GK	Nottingham	26	1995	6.0	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00			0.00	Matches
315	Conor Hourihane	ie IRL	MF	Sheffield United	30	1991	16.0	0.25	0.00	0.00	1.00	0.94	0.13	5.50	0.63	0.75			0.00	Matches
316	Ryan Howley	wls WAL	MF	Coventry City	17	2003	0.1	0.00	0.00	0.00	10.0	0.00	0.00	0.00	0.00	0.00			0.00	Matches
317	Jonny Howson	eng ENG	MF	Middlesbrough	33	1988	43.8	0.23	0.00	0.00	0.48	0.82	0.00	2.31	0.94	1.05			0.02	Matches
318	Tom Huddlestone	eng ENG	MF	Hull City	34	1986	4.3	0.47	0.00	0.00	2.09	0.93	0.00	0.70	0.93	1.40			0.00	Matches
319	Andrew Hughes	wls WAL	DF	Preston	29	1992	38.9	0.15	0.03	0.00	0.77	0.67	0.03	1.00	1.36	1.16			0.00	Matches
320	Jordan Hugill	eng ENG	FW	West Brom	29	1992	11.2	0.18	0.00	0.00	2.32	1.52	0.27	0.36	0.09	0.63			0.00	Matches
321	Jordan Hugill	eng ENG	FW	Cardiff City	29	1992	15.6	0.19	0.00	0.00	2.12	2.24	0.71	0.26	0.13	0.26			0.00	Matches
322	Paul Huntington	eng ENG	DF	Preston	33	1987	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
323	James Husband	eng ENG	DF	Blackpool	27	1994	28.0	0.18	0.00	0.00	0.93	1.21	0.00	1.36	1.79	1.00			0.00	Matches
324	Isaac Hutchinson	eng ENG	MF	Derby County	21	2000	0.0	0	0	0	0	0	0	2	0	0			0	Matches
325	Shaun Hutchinson	eng ENG	DF	Millwall	30	1990	27.7	0.11	0.00	0.00	1.12	0.76	0.11	0.25	2.60	1.44			0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	CrdY	CrdR	2CrdY	Fls	Fld	Off	Crs	Int	TklW	PKwon	PKcon	OG	Matches
326	Dominic Hyam	sct SCO	DF	Coventry City	25	1995	41.7	0.17	0.00	0.00	0.79	0.53	0.12	0.17	1.51	0.89			0.00	Matches
327	Danny Hylton	eng ENG	MF,FW	Luton Town	32	1989	6.6	0.61	0.00	0.00	2.88	2.73	1.06	0.15	0.30	1.21			0.00	Matches
328	Zeno Ibsen Rossi	eng ENG	DF	Bournemouth	20	2000	3.0	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.33			0.00	Matches
329	Duncan Idehen	eng ENG	MF	Bristol City	19	2002	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00			0.00	Matches
330	Uche Ikpeazu	ug UGA	FW	Cardiff City	26	1995	2.8	0.71	0.00	0.00	5.36	5.00	1.07	1.43	0.00	1.07			0.00	Matches
331	Uche Ikpeazu	ug UGA	FW	Middlesbrough	26	1995	7.2	0.42	0.00	0.00	3.47	3.47	0.56	0.42	0.00	0.42			0.00	Matches
332	Tom Ince	eng ENG	MF	Reading	29	1992	14.8	0.20	0.00	0.00	0.95	1.69	0.27	4.12	0.74	0.95			0.00	Matches
333	Tom Ince	eng ENG	MF	Stoke City	29	1992	5.0	0.40	0.00	0.00	1.60	1.00	0.00	2.60	0.60	0.40			0.00	Matches
334	Matt Ingram	eng ENG	GK	Luton Town	27	1993	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	Matches
335	Matt Ingram	eng ENG	GK	Hull City	27	1993	28.7	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.10	0.00			0.00	Matches
336	Harvey Isted	eng ENG	GK	Luton Town	24	1997	1.5	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00			0.00	Matches
